925807598,Janette,,Guidetti,Freshman,2007,rguidetti0@qq.com,284-865-0955,22 Vidon Point,10,1,12/15/1991,abroad,3031,FALSE,842800526,Roxane,24,,1,FALSE
978621170,Vance,Meier,Greenfield,Freshman,2018,rgreenfield1@accuweather.com,470-415-2937,72 Vera Center,6,22,2/25/1997,transfered,1106,FALSE,213178582,,24,,2,FALSE
970986465,Godart,,Dashper,Freshman,2007,bdashper2@scientificamerican.com,229-713-3255,1707 Kingsford Point,8,27,5/7/1992,dropped,6957,FALSE,372196206,,14,,3,TRUE
951787550,Lisa,Mollee,Yurygyn,Freshman,2008,tyurygyn3@oaic.gov.au,815-374-0429,73 Namekagon Crossing,9,2,6/19/1992,dropped,8164,FALSE,814002327,Trude,14,,4,TRUE
930932552,Jacky,,McGuinley,Freshman,2009,kmcguinley4@admin.ch,119-671-2685,720 International Place,6,8,12/27/1990,dropped,7309,TRUE,212634477,,24,,5,TRUE
910334919,Gerry,Debee,Ratke,Freshman,2008,aratke5@ifeng.com,381-691-6185,55 Mallard Lane,3,24,2/20/1990,abroad,1112,TRUE,274437852,,14,,6,FALSE
938252798,Griff,Pail,Kneale,Freshman,2020,mkneale6@wsj.com,699-219-9456,1907 Victoria Court,5,18,8/22/1993,dropped,9967,TRUE,325321804,,7,,7,FALSE
935532679,Buckie,Jerrold,Masden,Freshman,2013,lmasden7@nasa.gov,961-761-1387,9 Morning Parkway,10,22,5/26/1995,active,1621,FALSE,603244992,Lyle,24,,8,FALSE
900197280,Brent,,Kalb,Freshman,2011,tkalb8@phoca.cz,162-840-5516,09315 Lakewood Avenue,3,20,9/29/1995,deferred,6289,FALSE,789636466,Teodoro,24,,9,TRUE
932532001,Sidoney,Latisha,Douglass,Freshman,2016,jdouglass9@nationalgeographic.com,483-475-6863,85 Moose Trail,1,37,5/14/1990,deferred,1428,FALSE,268805383,Joellen,24,,10,FALSE
936215511,Lyman,,Crosston,Freshman,2013,jcrosstona@mit.edu,650-242-6770,9766 Utah Terrace,9,20,11/14/1993,transfered,8476,FALSE,415502398,Joann,24,,11,FALSE
991140496,Cicely,Jabez,Pifford,Freshman,2004,npiffordb@dyndns.org,877-610-6216,85 Pine View Pass,1,33,12/19/1995,deferred,5099,FALSE,514926582,Nils,24,,12,TRUE
979990688,Currie,Mandi,Creser,Freshman,2010,jcreserc@linkedin.com,898-836-7433,82468 Rieder Circle,8,3,7/27/1994,dropped,4961,TRUE,625049306,,7,lol,13,TRUE
912690411,Shela,Phaidra,Gartery,Freshman,2003,rgarteryd@rakuten.co.jp,525-951-9706,845 Sunfield Street,10,11,5/25/1992,transfered,9591,FALSE,664290142,,14,,14,FALSE
960269124,Candie,Zitella,Brimacombe,Freshman,2018,abrimacombee@virginia.edu,396-530-1941,9165 Barnett Point,3,22,4/12/1988,active,5072,TRUE,789284346,,14,,15,FALSE
903308367,George,,Tabord,Freshman,2019,ttabordf@w3.org,605-471-1202,4589 Kedzie Center,8,13,11/7/1995,abroad,2456,TRUE,265011017,,24,,16,FALSE
917180934,Selma,Bernette,Iacoboni,Freshman,2010,eiacobonig@sohu.com,134-696-7777,4289 Talmadge Alley,5,1,8/9/1988,dropped,6184,TRUE,110642684,,7,,17,TRUE
932778420,Marika,Marve,Faulks,Freshman,2014,dfaulksh@ted.com,163-299-6995,5488 Superior Junction,2,28,7/29/1991,deferred,3246,TRUE,545414150,,14,,18,TRUE
973751229,Clo,Jared,Zanni,Freshman,2006,kzannii@umn.edu,118-489-0825,97 Kings Circle,10,38,12/12/1994,dropped,8917,FALSE,932473030,,24,,19,FALSE
931883219,Nyssa,,Du Fray,Freshman,2004,adufrayj@cornell.edu,860-517-4808,05 Paget Lane,10,36,1/28/1993,deferred,6015,TRUE,457112798,,24,,20,TRUE
988122748,Augustine,Maribel,Fabb,Freshman,2005,wfabbk@printfriendly.com,750-887-4253,098 Browning Place,5,1,5/7/1997,deferred,6393,FALSE,814865319,,14,,21,FALSE
913430128,Ruggiero,,Robardley,Freshman,2019,arobardleyl@uol.com.br,130-999-8336,67241 Clove Pass,1,11,3/9/1988,active,9029,TRUE,803972793,,7,,22,FALSE
992035951,Rozamond,,Killingbeck,Freshman,2005,akillingbeckm@plala.or.jp,553-495-0350,8 Weeping Birch Center,9,25,2/27/1995,abroad,3801,FALSE,941991948,,7,,23,FALSE
972112257,Stavro,,Mattingly,Freshman,2019,bmattinglyn@behance.net,190-534-9980,25829 Morrow Circle,7,21,10/20/1992,active,7966,TRUE,872909574,,7,,24,FALSE
958452911,Emmett,Araldo,Callington,Freshman,2003,scallingtono@booking.com,207-715-4590,28 Service Place,6,32,2/25/1992,transfered,6319,TRUE,628055651,Sissie,7,,25,FALSE
930599688,Hobart,,Kiledal,Freshman,2005,ekiledalp@hexun.com,304-263-6748,3529 Talmadge Point,10,28,7/16/1994,dropped,5425,FALSE,227062576,,24,,26,FALSE
933033657,Elisabeth,Anita,Juckes,Freshman,2014,pjuckesq@cdc.gov,799-837-4348,10858 Park Meadow Crossing,1,28,10/14/1993,transfered,2784,TRUE,248662083,,14,,27,FALSE
907131864,Sauveur,,Newman,Freshman,2018,anewmanr@bluehost.com,645-516-7106,6107 Haas Plaza,8,30,8/29/1997,active,7467,FALSE,167446885,,14,,28,TRUE
913315373,Anthiathia,,Balfour,Freshman,2015,ebalfours@dropbox.com,115-943-6067,174 Sunfield Hill,8,34,10/10/1995,active,9905,TRUE,956872584,,7,,29,TRUE
902831009,Quinn,,Beavington,Freshman,2010,dbeavingtont@answers.com,867-837-1716,09225 Blackbird Circle,2,28,1/20/1993,dropped,5038,TRUE,950040659,Dorian,7,,30,TRUE
945304546,Lorianna,Stanley,Karran,Freshman,2013,ekarranu@tinyurl.com,496-754-0454,114 Crescent Oaks Circle,2,38,2/8/1996,active,1827,FALSE,520551570,Evelyn,24,,31,TRUE
995463153,Lydia,Andrej,Pughsley,Freshman,2009,mpughsleyv@ebay.co.uk,276-442-1159,98 Erie Court,3,9,10/28/1994,deferred,4016,TRUE,851858245,,14,,32,TRUE
908379023,Berte,,Starmore,Freshman,2020,estarmorew@hhs.gov,665-584-7102,40 Bayside Road,2,3,9/15/1997,deferred,5842,TRUE,589167512,,7,,33,FALSE
906667752,Immanuel,Pierre,Shirer,Freshman,2018,kshirerx@parallels.com,722-503-0305,8179 Lunder Junction,1,40,4/9/1993,deferred,3565,TRUE,385993996,,24,,34,FALSE
957030083,Stormie,Kerrie,Kerwin,Freshman,2006,jkerwiny@macromedia.com,200-483-0217,17 Hudson Street,9,22,3/12/1996,active,1760,FALSE,871621902,,14,,35,FALSE
954563148,Irwinn,Fidel,Shivell,Freshman,2003,zshivellz@wix.com,436-314-6833,182 Glendale Junction,4,37,5/24/1997,dropped,3846,TRUE,694397222,,7,,36,TRUE
